rice_id;chiave;tid;timestamp_TO_DELETE;valore;timestamp
285190;osVersion;117691;NULL;10.0.26200.7623;"2026-01-21 08:21:02"
285190;osType;118081;NULL;WINDOWS;"2026-01-21 09:00:15"
285190;osVersion;118081;NULL;10.0.19045.6466;"2026-01-21 09:00:15"
285191;osType;117271;NULL;WINDOWS;"2026-01-21 09:29:11"
285191;osVersion;117271;NULL;10.0.26100.7309;"2026-01-21 09:29:11"
285193;osType;117273;NULL;WINDOWS;"2026-01-21 07:51:11"
285193;osVersion;117273;NULL;10.0.26100.7623;"2026-01-21 07:51:11"
285199;osType;118019;NULL;WINDOWS;"2026-01-21 08:48:25"
285199;osVersion;118019;NULL;10.0.26100.7462;"2026-01-21 08:48:25"
285206;osType;117688;NULL;WINDOWS;"2026-01-21 08:03:33"
285206;osVersion;117688;NULL;10.0.22000.2538;"2026-01-21 08:03:33"
285208;osType;68940;NULL;WINDOWS;"2026-01-02 14:31:04"
285208;osVersion;68940;NULL;10.0.19045.6466;"2026-01-02 14:31:04"
285212;osVersion;117864;NULL;10.0.19045.6466;"2025-12-02 10:12:41"
285217;osType;83507;NULL;WINDOWS;"2026-01-21 08:24:53"
285217;osVersion;83507;NULL;10.0.19045.6466;"2026-01-21 08:24:53"
285217;osType;118369;NULL;WINDOWS;"2026-01-21 08:10:47"
285217;osVersion;118369;NULL;10.0.19045.6466;"2026-01-21 08:10:47"
285218;osType;86406;NULL;WINDOWS;"2026-01-21 08:38:03"
285218;osVersion;86406;NULL;10.0.22631.6199;"2026-01-21 08:38:03"
285222;osType;67513;NULL;WINDOWS;"2026-01-21 09:17:52"
285222;osVersion;67513;NULL;10.0.19045.6466;"2026-01-21 09:17:52"
285226;osType;117248;NULL;WINDOWS;"2026-01-21 08:59:38"
285226;osVersion;117248;NULL;10.0.19045.6466;"2026-01-21 08:59:38"
285228;osType;113352;NULL;WINDOWS;"2026-01-21 09:47:05"
285228;osVersion;113352;NULL;10.0.19045.5011;"2026-01-21 09:47:05"
285231;osType;118360;NULL;WINDOWS;"2026-01-21 07:59:14"
285231;osVersion;118360;NULL;10.0.26200.7623;"2026-01-21 07:59:14"
285233;osType;113374;NULL;WINDOWS;"2026-01-21 09:13:18"
285233;osVersion;113374;NULL;10.0.22621.4317;"2026-01-21 09:13:18"
285234;osType;117618;NULL;WINDOWS;"2026-01-21 08:39:53"
285234;osVersion;117618;NULL;10.0.26100.7623;"2026-01-21 08:39:53"
285239;osType;117701;NULL;WINDOWS;"2026-01-21 09:03:21"
285239;osVersion;117701;NULL;10.0.19045.6466;"2026-01-21 09:03:21"
285241;osType;66918;NULL;WINDOWS;"2026-01-21 07:45:47"
285241;osVersion;66918;NULL;10.0.19045.6466;"2026-01-21 07:45:47"
285241;osType;73666;NULL;WINDOWS;"2026-01-21 07:51:39"
285241;osVersion;73666;NULL;10.0.26100.7623;"2026-01-21 07:51:39"
285242;osType;118017;NULL;WINDOWS;"2026-01-21 09:13:45"
285242;osVersion;118017;NULL;10.0.19045.6466;"2026-01-21 09:13:45"
285243;osType;76841;NULL;WINDOWS;"2026-01-16 15:15:44"
285243;osVersion;76841;NULL;10.0.26200.7623;"2026-01-16 15:15:44"
285243;osType;77955;NULL;WINDOWS;"2026-01-21 09:51:05"
285243;osVersion;77955;NULL;10.0.19045.6466;"2026-01-21 09:51:05"
285244;osType;80012;NULL;WINDOWS;"2026-01-21 08:06:13"
285244;osVersion;80012;NULL;10.0.26200.7462;"2026-01-21 08:06:13"
285246;osType;82334;NULL;WINDOWS;"2026-01-19 09:19:14"
285246;osVersion;82334;NULL;10.0.26200.7623;"2026-01-19 09:19:14"
285247;osType;66769;NULL;WINDOWS;"2026-01-19 19:09:45"
285247;osVersion;66769;NULL;10.0.22631.6199;"2026-01-19 19:09:45"
285247;osType;83788;NULL;WINDOWS;"2026-01-21 08:51:21"
285247;osVersion;83788;NULL;10.0.26100.7462;"2026-01-21 08:51:21"
285248;osType;88514;NULL;WINDOWS;"2026-01-21 09:21:29"
285248;osVersion;88514;NULL;10.0.26100.7462;"2026-01-21 09:21:29"
285249;osType;84438;NULL;WINDOWS;"2026-01-20 08:16:41"
285249;osVersion;84438;NULL;10.0.26200.7623;"2026-01-20 08:16:41"
285253;osType;75224;NULL;WINDOWS;"2026-01-21 08:02:01"
285253;osVersion;75224;NULL;10.0.19045.6466;"2026-01-21 08:02:01"
285253;osType;118490;NULL;WINDOWS;"2026-01-21 08:01:25"
285253;osVersion;118490;NULL;10.0.19045.6466;"2026-01-21 08:01:25"
285254;osType;117705;NULL;WINDOWS;"2026-01-21 08:04:47"
285254;osVersion;117705;NULL;10.0.26200.7623;"2026-01-21 08:04:47"
285255;osType;104073;NULL;WINDOWS;"2026-01-21 08:42:02"
285255;osVersion;104073;NULL;10.0.19045.6466;"2026-01-21 08:42:02"
285256;osType;118030;NULL;WINDOWS;"2026-01-21 09:02:44"
285256;osVersion;118030;NULL;10.0.22631.6199;"2026-01-21 09:02:44"
285259;osType;116753;NULL;WINDOWS;"2026-01-21 09:33:58"
285259;osVersion;116753;NULL;10.0.26100.7623;"2026-01-21 09:33:58"
285261;osType;118226;NULL;WINDOWS;"2026-01-21 08:16:04"
285261;osVersion;118226;NULL;10.0.19045.6466;"2026-01-21 08:16:04"
285263;osType;117299;NULL;WINDOWS;"2026-01-21 08:55:23"
285263;osVersion;117299;NULL;10.0.26100.7623;"2026-01-21 08:55:23"
285266;osType;97440;NULL;WINDOWS;"2026-01-21 08:07:40"
285266;osVersion;97440;NULL;10.0.26200.7623;"2026-01-21 08:07:40"
285268;osType;103992;NULL;WINDOWS;"2026-01-21 08:59:44"
285268;osVersion;103992;NULL;10.0.26100.7623;"2026-01-21 08:59:44"
285271;osType;82769;NULL;WINDOWS;"2026-01-21 09:00:08"
285271;osVersion;82769;NULL;10.0.26200.7623;"2026-01-21 09:00:08"
285271;osType;117300;NULL;WINDOWS;"2026-01-21 08:57:01"
285271;osVersion;117300;NULL;10.0.26200.7623;"2026-01-21 08:57:01"
285275;osType;104905;NULL;WINDOWS;"2026-01-16 09:31:36"
285275;osVersion;104905;NULL;10.0.19045.6466;"2026-01-16 09:31:36"
285276;osType;117881;NULL;WINDOWS;"2026-01-19 11:14:09"
285276;osVersion;117881;NULL;10.0.22621.4317;"2026-01-19 11:14:09"
285277;osType;71173;NULL;WINDOWS;"2026-01-21 09:05:38"
285277;osVersion;71173;NULL;10.0.22631.6199;"2026-01-21 09:05:38"
285279;osType;106732;NULL;WINDOWS;"2026-01-19 18:44:14"
285279;osVersion;106732;NULL;10.0.19045.6456;"2026-01-19 18:44:14"
285280;osType;65660;NULL;WINDOWS;"2026-01-20 10:34:29"
285280;osVersion;65660;NULL;10.0.19045.6466;"2026-01-20 10:34:29"
285284;osType;67694;NULL;WINDOWS;"2026-01-17 09:58:09"
285284;osVersion;67694;NULL;10.0.26200.7623;"2026-01-17 09:58:09"
285285;osType;118358;NULL;WINDOWS;"2026-01-21 08:29:08"
285285;osVersion;118358;NULL;10.0.26100.7623;"2026-01-21 08:29:08"
285286;osType;104504;NULL;WINDOWS;"2026-01-21 07:12:59"
285286;osVersion;104504;NULL;10.0.19045.6466;"2026-01-21 07:12:59"
285288;osType;118407;NULL;WINDOWS;"2026-01-19 09:17:35"
285288;osVersion;118407;NULL;10.0.19045.6332;"2026-01-19 09:17:35"
285290;osType;76673;NULL;WINDOWS;"2026-01-21 08:38:02"
285290;osVersion;76673;NULL;10.0.26100.7623;"2026-01-21 08:38:02"
285291;osType;68028;NULL;WINDOWS;"2026-01-21 09:14:33"
285291;osVersion;68028;NULL;10.0.26200.7623;"2026-01-21 09:14:33"
285294;osType;66548;NULL;WINDOWS;"2026-01-21 07:24:28"
285294;osVersion;66548;NULL;10.0.19045.6466;"2026-01-21 07:24:28"
285295;osType;67431;NULL;WINDOWS;"2026-01-21 09:23:40"
285295;osVersion;67431;NULL;10.0.19045.6466;"2026-01-21 09:23:40"
285295;osType;68522;NULL;WINDOWS;"2026-01-21 09:07:53"
285295;osVersion;68522;NULL;10.0.19045.6466;"2026-01-21 09:07:53"
285298;osType;68929;NULL;WINDOWS;"2026-01-20 12:36:58"
285298;osVersion;68929;NULL;10.0.22631.6199;"2026-01-20 12:36:58"
285301;osType;68005;NULL;WINDOWS;"2026-01-20 11:02:05"
285301;osVersion;68005;NULL;10.0.26200.7623;"2026-01-20 11:02:05"
285302;osType;70916;NULL;WINDOWS;"2026-01-21 09:03:19"
285302;osVersion;70916;NULL;10.0.26200.7623;"2026-01-21 09:03:19"
285302;osType;118228;NULL;WINDOWS;"2026-01-21 09:04:40"
285302;osVersion;118228;NULL;10.0.26100.2894;"2026-01-21 09:04:40"
285308;osType;70523;NULL;WINDOWS;"2026-01-21 07:44:56"
285308;osVersion;70523;NULL;10.0.26100.7623;"2026-01-21 07:44:56"
285312;osType;117661;NULL;WINDOWS;"2026-01-21 08:25:33"
285312;osVersion;117661;NULL;10.0.19045.6466;"2026-01-21 08:25:33"
285313;osType;76753;NULL;WINDOWS;"2026-01-21 08:24:47"
285313;osVersion;76753;NULL;10.0.19045.6466;"2026-01-21 08:24:47"
285313;osType;80769;NULL;WINDOWS;"2026-01-21 08:24:11"
285313;osVersion;80769;NULL;10.0.19045.6466;"2026-01-21 08:24:11"
285314;osType;70642;NULL;WINDOWS;"2026-01-21 08:19:24"
285314;osVersion;70642;NULL;10.0.19045.6466;"2026-01-21 08:19:24"
285315;osType;77332;NULL;WINDOWS;"2026-01-14 08:30:07"
285315;osVersion;77332;NULL;10.0.22631.6199;"2026-01-14 08:30:07"
285318;osType;118341;NULL;WINDOWS;"2026-01-19 08:48:46"
285318;osVersion;118341;NULL;10.0.19045.6466;"2026-01-19 08:48:46"
285319;osType;70951;NULL;WINDOWS;"2026-01-21 09:01:05"
285319;osVersion;70951;NULL;10.0.19045.6466;"2026-01-21 09:01:05"
285323;osType;109037;NULL;WINDOWS;"2026-01-21 08:26:36"
285323;osVersion;109037;NULL;10.0.19045.6466;"2026-01-21 08:26:36"
285324;osType;117807;NULL;WINDOWS;"2026-01-20 16:29:12"
285324;osVersion;117807;NULL;10.0.19045.6466;"2026-01-20 16:29:12"
285326;osType;107694;NULL;WINDOWS;"2026-01-21 08:29:40"
285326;osVersion;107694;NULL;10.0.26200.7623;"2026-01-21 08:29:40"
285327;osType;69923;NULL;WINDOWS;"2026-01-21 08:18:05"
285327;osVersion;69923;NULL;10.0.19045.6466;"2026-01-21 08:18:05"
285327;osType;76833;NULL;WINDOWS;"2026-01-21 08:34:32"
285327;osVersion;76833;NULL;10.0.22631.6199;"2026-01-21 08:34:32"
285329;osType;71731;NULL;WINDOWS;"2026-01-21 08:26:50"
285329;osVersion;71731;NULL;10.0.26200.7623;"2026-01-21 08:26:50"
285331;osType;117861;NULL;WINDOWS;"2026-01-21 08:42:49"
285331;osVersion;117861;NULL;10.0.26100.7623;"2026-01-21 08:42:49"
285332;osVersion;71325;NULL;10.0.19045.6466;"2025-11-27 19:50:00"
285332;osVersion;105222;NULL;10.0.19045.6466;"2025-11-25 19:44:45"
285336;osType;100730;NULL;WINDOWS;"2026-01-21 08:41:53"
285336;osVersion;100730;NULL;10.0.26200.7462;"2026-01-21 08:41:53"
285336;osType;118091;NULL;WINDOWS;"2026-01-21 08:31:24"
285336;osVersion;118091;NULL;10.0.19045.6466;"2026-01-21 08:31:24"
285337;osType;104846;NULL;WINDOWS;"2026-01-21 09:03:05"
285337;osVersion;104846;NULL;10.0.22631.6199;"2026-01-21 09:03:05"
285338;osType;105328;NULL;WINDOWS;"2026-01-21 07:44:07"
285338;osVersion;105328;NULL;10.0.19045.6466;"2026-01-21 07:44:07"
285343;osType;82097;NULL;WINDOWS;"2026-01-21 08:25:06"
285343;osVersion;82097;NULL;10.0.22631.6199;"2026-01-21 08:25:06"
285343;osType;118077;NULL;WINDOWS;"2026-01-21 09:17:50"
285343;osVersion;118077;NULL;10.0.26200.7623;"2026-01-21 09:17:50"
285344;osType;72790;NULL;WINDOWS;"2026-01-21 08:13:46"
285344;osVersion;72790;NULL;10.0.19045.6456;"2026-01-21 08:13:46"
285344;osType;77045;NULL;WINDOWS;"2026-01-21 08:34:42"
285344;osVersion;77045;NULL;10.0.19045.6466;"2026-01-21 08:34:42"
285345;osType;118364;NULL;WINDOWS;"2026-01-20 16:44:28"
285345;osVersion;118364;NULL;10.0.19045.6466;"2026-01-20 16:44:28"
285347;osType;117267;NULL;WINDOWS;"2026-01-21 08:32:09"
285347;osVersion;117267;NULL;10.0.22631.6199;"2026-01-21 08:32:09"
285347;osType;118076;NULL;WINDOWS;"2026-01-21 07:52:56"
285347;osVersion;118076;NULL;10.0.22631.6133;"2026-01-21 07:52:56"
285352;osType;117808;NULL;WINDOWS;"2026-01-21 08:52:08"
285352;osVersion;117808;NULL;10.0.19045.6466;"2026-01-21 08:52:08"
285353;osType;98125;NULL;WINDOWS;"2026-01-21 08:55:17"
285353;osVersion;98125;NULL;10.0.19045.6466;"2026-01-21 08:55:17"
285353;osType;118092;NULL;WINDOWS;"2026-01-21 08:46:58"
285353;osVersion;118092;NULL;10.0.19045.6466;"2026-01-21 08:46:58"
285355;osType;76718;NULL;WINDOWS;"2026-01-21 08:34:09"
285355;osVersion;76718;NULL;10.0.19045.6466;"2026-01-21 08:34:09"
285355;osType;99081;NULL;WINDOWS;"2026-01-21 08:25:14"
285355;osVersion;99081;NULL;10.0.19045.6466;"2026-01-21 08:25:14"
285357;osType;107116;NULL;WINDOWS;"2026-01-21 07:37:43"
285357;osVersion;107116;NULL;10.0.19045.6466;"2026-01-21 07:37:43"
285365;osType;106842;NULL;WINDOWS;"2026-01-21 09:06:50"
285365;osVersion;106842;NULL;10.0.26100.7171;"2026-01-21 09:06:50"
285377;osType;71042;NULL;WINDOWS;"2026-01-20 16:08:52"
285377;osVersion;71042;NULL;10.0.22621.4317;"2026-01-20 16:08:52"
285377;osType;74510;NULL;WINDOWS;"2026-01-21 08:26:18"
285377;osVersion;74510;NULL;10.0.22631.6199;"2026-01-21 08:26:18"
285379;osType;77378;NULL;WINDOWS;"2025-12-18 17:35:57"
285379;osVersion;77378;NULL;10.0.19045.6466;"2025-12-18 17:35:57"
285379;osType;84975;NULL;WINDOWS;"2026-01-17 10:01:45"
285379;osVersion;84975;NULL;10.0.19045.6466;"2026-01-17 10:01:45"
285384;osType;116921;NULL;WINDOWS;"2026-01-21 08:59:35"
285384;osVersion;116921;NULL;10.0.19045.6466;"2026-01-21 08:59:35"
285385;osType;90092;NULL;WINDOWS;"2026-01-20 19:21:15"
285385;osVersion;90092;NULL;10.0.19045.6466;"2026-01-20 19:21:15"
285389;osType;117619;NULL;WINDOWS;"2026-01-20 17:00:07"
285389;osVersion;117619;NULL;10.0.19045.6466;"2026-01-20 17:00:07"
285390;osType;113499;NULL;WINDOWS;"2026-01-21 08:30:53"
285390;osVersion;113499;NULL;10.0.26200.6725;"2026-01-21 08:30:53"
285391;osType;118026;NULL;WINDOWS;"2026-01-21 08:26:24"
285391;osVersion;118026;NULL;10.0.26200.7623;"2026-01-21 08:26:24"
285392;osType;117821;NULL;WINDOWS;"2026-01-21 09:33:48"
285392;osVersion;117821;NULL;10.0.19045.6466;"2026-01-21 09:33:48"
285397;osType;78974;NULL;WINDOWS;"2026-01-21 08:32:42"
285397;osVersion;78974;NULL;10.0.26200.7623;"2026-01-21 08:32:42"
285397;osType;113512;NULL;WINDOWS;"2026-01-21 09:19:01"
285397;osVersion;113512;NULL;10.0.26200.7623;"2026-01-21 09:19:01"
285403;osType;79756;NULL;WINDOWS;"2026-01-13 16:25:06"
285403;osVersion;79756;NULL;10.0.22000.2538;"2026-01-13 16:25:06"
285406;osType;113809;NULL;WINDOWS;"2026-01-21 08:20:37"
285406;osVersion;113809;NULL;10.0.19045.6466;"2026-01-21 08:20:37"
285410;osType;113898;NULL;WINDOWS;"2026-01-21 08:06:01"
285410;osVersion;113898;NULL;10.0.19045.6466;"2026-01-21 08:06:01"
285412;osType;70746;NULL;WINDOWS;"2026-01-21 08:32:14"
285412;osVersion;70746;NULL;10.0.26200.7462;"2026-01-21 08:32:14"
285412;osType;108349;NULL;WINDOWS;"2026-01-07 16:58:52"
285412;osVersion;108349;NULL;10.0.19045.6466;"2026-01-07 16:58:52"
285417;osType;117620;NULL;WINDOWS;"2026-01-21 09:34:27"
285417;osVersion;117620;NULL;10.0.19045.6466;"2026-01-21 09:34:27"
285419;osType;117621;NULL;WINDOWS;"2026-01-21 08:28:55"
285419;osVersion;117621;NULL;10.0.19045.6466;"2026-01-21 08:28:55"
285423;osType;66596;NULL;WINDOWS;"2026-01-21 08:36:44"
285423;osVersion;66596;NULL;10.0.26100.7462;"2026-01-21 08:36:44"
285427;osVersion;117624;NULL;10.0.19045.6466;"2025-12-04 16:58:24"
285431;osType;117625;NULL;WINDOWS;"2026-01-19 09:35:45"
285431;osVersion;117625;NULL;10.0.19045.6466;"2026-01-19 09:35:45"
285432;osType;118362;NULL;WINDOWS;"2026-01-21 08:54:30"
285432;osVersion;118362;NULL;10.0.19045.6466;"2026-01-21 08:54:30"
285433;osType;106851;NULL;WINDOWS;"2026-01-21 05:39:29"
285433;osVersion;106851;NULL;10.0.26200.7623;"2026-01-21 05:39:29"
285434;osType;106278;NULL;WINDOWS;"2026-01-21 08:39:35"
285434;osVersion;106278;NULL;10.0.19045.6466;"2026-01-21 08:39:35"
285435;osType;78315;NULL;WINDOWS;"2026-01-21 08:37:03"
285435;osVersion;78315;NULL;10.0.26100.7623;"2026-01-21 08:37:03"
285435;osType;106881;NULL;WINDOWS;"2026-01-21 08:41:35"
285435;osVersion;106881;NULL;10.0.19045.6466;"2026-01-21 08:41:35"
285437;osType;69184;NULL;WINDOWS;"2026-01-21 10:05:28"
285437;osVersion;69184;NULL;10.0.19045.6466;"2026-01-21 10:05:28"
285438;osType;118186;NULL;WINDOWS;"2026-01-15 09:04:09"
285438;osVersion;118186;NULL;10.0.26100.7462;"2026-01-15 09:04:09"
285445;osType;106886;NULL;WINDOWS;"2026-01-21 09:11:23"
285445;osVersion;106886;NULL;10.0.19045.6466;"2026-01-21 09:11:23"
285449;osType;106904;NULL;WINDOWS;"2026-01-21 07:49:46"
285449;osVersion;106904;NULL;10.0.19045.6466;"2026-01-21 07:49:46"
285452;osType;107017;NULL;WINDOWS;"2026-01-21 08:37:11"
285452;osVersion;107017;NULL;10.0.26100.7623;"2026-01-21 08:37:11"
285456;osType;74015;NULL;WINDOWS;"2026-01-05 11:47:35"
285456;osVersion;74015;NULL;10.0.19045.6466;"2026-01-05 11:47:35"
285456;osType;103995;NULL;WINDOWS;"2026-01-19 09:00:13"
285456;osVersion;103995;NULL;10.0.19045.6466;"2026-01-19 09:00:13"
285465;osType;117666;NULL;WINDOWS;"2026-01-21 07:19:25"
285465;osVersion;117666;NULL;10.0.26200.7623;"2026-01-21 07:19:25"
285468;osType;107085;NULL;WINDOWS;"2026-01-21 08:56:20"
285468;osVersion;107085;NULL;10.0.19045.4291;"2026-01-21 08:56:20"
285470;osType;71973;NULL;WINDOWS;"2026-01-21 08:29:51"
285470;osVersion;71973;NULL;10.0.19045.6466;"2026-01-21 08:29:51"
285470;osType;118064;NULL;WINDOWS;"2026-01-21 08:13:13"
285470;osVersion;118064;NULL;10.0.19045.6466;"2026-01-21 08:13:13"
285474;osType;88711;NULL;WINDOWS;"2026-01-21 09:08:59"
285474;osVersion;88711;NULL;10.0.19045.6466;"2026-01-21 09:08:59"
285474;osType;118065;NULL;WINDOWS;"2026-01-20 09:04:41"
285474;osVersion;118065;NULL;10.0.19045.6466;"2026-01-20 09:04:41"
285479;osType;65975;NULL;WINDOWS;"2026-01-21 08:21:38"
285479;osVersion;65975;NULL;10.0.26200.7623;"2026-01-21 08:21:38"
285480;osType;104128;NULL;WINDOWS;"2026-01-21 08:51:03"
285480;osVersion;104128;NULL;10.0.26100.7462;"2026-01-21 08:51:03"
285496;osType;117642;NULL;WINDOWS;"2026-01-21 08:22:43"
285496;osVersion;117642;NULL;10.0.26100.7623;"2026-01-21 08:22:43"
285503;osType;104132;NULL;WINDOWS;"2026-01-19 15:59:17"
285503;osVersion;104132;NULL;10.0.19045.6466;"2026-01-19 15:59:17"
285505;osType;117684;NULL;WINDOWS;"2026-01-19 10:57:25"
285505;osVersion;117684;NULL;10.0.26100.7623;"2026-01-19 10:57:25"
285508;osType;118330;NULL;WINDOWS;"2026-01-21 09:01:18"
285508;osVersion;118330;NULL;10.0.19045.6466;"2026-01-21 09:01:18"
285509;osType;117686;NULL;WINDOWS;"2026-01-21 08:22:47"
285509;osVersion;117686;NULL;10.0.19045.6466;"2026-01-21 08:22:47"
285510;osType;104143;NULL;WINDOWS;"2026-01-21 09:39:38"
285510;osVersion;104143;NULL;10.0.19045.6466;"2026-01-21 09:39:38"
285512;osType;104162;NULL;WINDOWS;"2026-01-21 08:43:29"
285512;osVersion;104162;NULL;10.0.26200.7623;"2026-01-21 08:43:29"
285513;osType;117860;NULL;WINDOWS;"2026-01-21 09:42:25"
285513;osVersion;117860;NULL;10.0.19045.6466;"2026-01-21 09:42:25"
285526;osType;74040;NULL;WINDOWS;"2026-01-21 08:05:42"
285526;osVersion;74040;NULL;10.0.22631.6199;"2026-01-21 08:05:42"
285533;osType;104309;NULL;WINDOWS;"2026-01-20 09:04:21"
285533;osVersion;104309;NULL;10.0.26200.7623;"2026-01-20 09:04:21"
285535;osType;78340;NULL;WINDOWS;"2026-01-21 07:02:50"
285535;osVersion;78340;NULL;10.0.26100.7623;"2026-01-21 07:02:50"
285542;osType;118027;NULL;WINDOWS;"2026-01-21 08:08:10"
285542;osVersion;118027;NULL;10.0.26100.7623;"2026-01-21 08:08:10"
285551;osType;104340;NULL;WINDOWS;"2026-01-09 17:41:33"
285551;osVersion;104340;NULL;10.0.19045.6466;"2026-01-09 17:41:33"
285551;osType;118093;NULL;WINDOWS;"2026-01-20 09:35:25"
285551;osVersion;118093;NULL;10.0.19045.6466;"2026-01-20 09:35:25"
285553;osType;78979;NULL;WINDOWS;"2026-01-21 08:30:49"
285553;osVersion;78979;NULL;10.0.22631.6199;"2026-01-21 08:30:49"
285553;osType;107106;NULL;WINDOWS;"2026-01-21 08:33:53"
285553;osVersion;107106;NULL;10.0.19045.6466;"2026-01-21 08:33:53"
285554;osType;81249;NULL;WINDOWS;"2026-01-21 08:46:02"
285554;osVersion;81249;NULL;10.0.19045.6466;"2026-01-21 08:46:02"
285555;osType;78276;NULL;WINDOWS;"2026-01-21 06:22:20"
285555;osVersion;78276;NULL;10.0.19045.6466;"2026-01-21 06:22:20"
285555;osType;104458;NULL;WINDOWS;"2026-01-21 06:20:26"
285555;osVersion;104458;NULL;10.0.19045.6466;"2026-01-21 06:20:26"
285558;osType;104118;NULL;WINDOWS;"2026-01-21 08:09:16"
285558;osVersion;104118;NULL;10.0.19045.6466;"2026-01-21 08:09:16"
285560;osType;104507;NULL;WINDOWS;"2026-01-21 09:22:00"
285560;osVersion;104507;NULL;10.0.19045.6466;"2026-01-21 09:22:00"
285561;osType;117689;NULL;WINDOWS;"2026-01-21 09:04:34"
285561;osVersion;117689;NULL;10.0.26100.7623;"2026-01-21 09:04:34"
285565;osType;117690;NULL;WINDOWS;"2026-01-21 06:43:04"
285565;osVersion;117690;NULL;10.0.19043.2364;"2026-01-21 06:43:04"
285576;osType;104765;NULL;WINDOWS;"2026-01-21 08:25:49"
285576;osVersion;104765;NULL;10.0.26100.7623;"2026-01-21 08:25:49"
285579;osType;78475;NULL;WINDOWS;"2026-01-15 11:53:37"
285579;osVersion;78475;NULL;10.0.19045.6466;"2026-01-15 11:53:37"
285579;osType;104788;NULL;WINDOWS;"2026-01-15 10:08:12"
285579;osVersion;104788;NULL;10.0.26200.7623;"2026-01-15 10:08:12"
285580;osType;88229;NULL;WINDOWS;"2026-01-21 08:55:30"
285580;osVersion;88229;NULL;10.0.19045.6466;"2026-01-21 08:55:30"
285581;osType;104805;NULL;WINDOWS;"2026-01-21 08:10:23"
285581;osVersion;104805;NULL;10.0.19045.6466;"2026-01-21 08:10:23"
285583;osType;104816;NULL;WINDOWS;"2026-01-21 08:53:55"
285583;osVersion;104816;NULL;10.0.22631.6199;"2026-01-21 08:53:55"
285589;osType;66503;NULL;WINDOWS;"2026-01-21 08:25:14"
285589;osVersion;66503;NULL;10.0.26200.7623;"2026-01-21 08:25:14"
285592;osType;100924;NULL;WINDOWS;"2026-01-21 08:29:39"
285592;osVersion;100924;NULL;10.0.26100.7623;"2026-01-21 08:29:39"
285592;osType;118075;NULL;WINDOWS;"2026-01-21 08:30:13"
285592;osVersion;118075;NULL;10.0.26200.7623;"2026-01-21 08:30:13"
285593;osType;104817;NULL;WINDOWS;"2026-01-21 07:33:42"
285593;osVersion;104817;NULL;10.0.19045.6466;"2026-01-21 07:33:42"
285595;osType;117388;NULL;WINDOWS;"2026-01-19 08:39:12"
285595;osVersion;117388;NULL;10.0.19045.6466;"2026-01-19 08:39:12"
285595;osType;118063;NULL;WINDOWS;"2026-01-21 08:43:52"
285595;osVersion;118063;NULL;10.0.26200.7462;"2026-01-21 08:43:52"
285596;osType;117694;NULL;WINDOWS;"2026-01-16 14:43:23"
285596;osVersion;117694;NULL;10.0.19045.6466;"2026-01-16 14:43:23"
285598;osType;96651;NULL;WINDOWS;"2026-01-21 08:45:07"
285598;osVersion;96651;NULL;10.0.26200.7623;"2026-01-21 08:45:07"
285602;osType;70896;NULL;WINDOWS;"2026-01-20 09:59:31"
285602;osVersion;70896;NULL;10.0.19045.6466;"2026-01-20 09:59:31"
285602;osType;93240;NULL;WINDOWS;"2026-01-21 09:21:04"
285602;osVersion;93240;NULL;10.0.19045.6466;"2026-01-21 09:21:04"
285604;osType;76674;NULL;WINDOWS;"2026-01-21 07:51:57"
285604;osVersion;76674;NULL;10.0.19045.6466;"2026-01-21 07:51:57"
285604;osType;104428;NULL;WINDOWS;"2026-01-21 07:43:51"
285604;osVersion;104428;NULL;10.0.22631.6199;"2026-01-21 07:43:51"
285605;osType;72224;NULL;WINDOWS;"2026-01-21 08:17:56"
285605;osVersion;72224;NULL;10.0.26100.7623;"2026-01-21 08:17:56"
285605;osType;78989;NULL;WINDOWS;"2026-01-20 08:19:35"
285605;osVersion;78989;NULL;10.0.19045.6466;"2026-01-20 08:19:35"
285609;osType;117698;NULL;WINDOWS;"2026-01-21 08:29:00"
285609;osVersion;117698;NULL;10.0.26200.7623;"2026-01-21 08:29:00"
285616;osType;81850;NULL;WINDOWS;"2026-01-21 08:22:50"
285616;osVersion;81850;NULL;10.0.26100.7623;"2026-01-21 08:22:50"
285617;osType;67387;NULL;WINDOWS;"2026-01-21 09:08:13"
285617;osVersion;67387;NULL;10.0.26200.7623;"2026-01-21 09:08:13"
285617;osType;72432;NULL;WINDOWS;"2026-01-21 09:27:36"
285617;osVersion;72432;NULL;10.0.22631.6199;"2026-01-21 09:27:36"
285627;osType;101913;NULL;WINDOWS;"2026-01-21 08:28:53"
285627;osVersion;101913;NULL;10.0.19045.6466;"2026-01-21 08:28:53"
285627;osType;118066;NULL;WINDOWS;"2026-01-21 08:30:19"
285627;osVersion;118066;NULL;10.0.19045.6466;"2026-01-21 08:30:19"
285630;osType;92617;NULL;WINDOWS;"2026-01-21 08:52:55"
285630;osVersion;92617;NULL;10.0.19045.6466;"2026-01-21 08:52:55"
285635;osType;70865;NULL;WINDOWS;"2026-01-21 09:05:12"
285635;osVersion;70865;NULL;10.0.26100.7623;"2026-01-21 09:05:12"
285637;osType;81996;NULL;WINDOWS;"2026-01-21 09:09:58"
285637;osVersion;81996;NULL;10.0.19045.6466;"2026-01-21 09:09:58"
285643;osType;102989;NULL;WINDOWS;"2026-01-20 09:08:12"
